MD-MVM Id,Nationellt övervakningsstations-ID,Övervakningsstation,Stationskoordinat N/X,Stationskoordinat E/Y,Län,Kommun,MS_CD C3,ProvId,Provdatum,Provtagningsår,Provtagningsmånad,Provtagningsdag,SeasonType,Season,Season priority,Season cleaning,Max provdjup (m),TOC (mg/l C),DOC (mg/l C),Tot-N_ps (µg/l N),Tot-N_TNb (µg/l N),Abs_F 254 (/5cm),Abs_F 365 (/5cm),Abs_F 420 (/5cm),Abs_F 436 (/m),Abs_OF 420 (/5cm),Turb_FNU (FNU),Kfyll (µg/l),pH,Kond_25 (mS/m),Alk/Acid (mekv/l),Ca (mekv/l),Mg (mekv/l),Na (mekv/l),K (mekv/l),SO4 (mekv/l),Cl (mekv/l),F (mekv/l),NH4-N (µg/l N),NO2+NO3-N (µg/l N),PO4-P (µg/l P),Tot-P (µg/l P),Si (mg/l),Fe (µg/l),Al (µg/l),Al_s (µg/l),Syrgashalt (mg/l O2),Siktdjup (m),Siktdjup med kikare (m),Siktdjup utan kikare (m),Vattentemperatur (°C)
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,278482,2012-02-13,2012,2,13,2,1,3,0,0.5,9.9,,,327,,,0.172,,,0.2,0.4,6.43,2.04,0.068,0.115,0.05,0.055,0.011,0.031,0.021,0.004,16,61,2,4,2.88,140,,,,,,,0.4
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,278483,2012-05-06,2012,5,6,2,2,1,0,0.5,10.1,,,287,,,0.172,,,0.33,0.5,6.39,2.1,0.067,0.1,0.045,0.053,0.009,0.029,0.02,0.004,2,77,2,5,2.98,210,,,,2.5,,,
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,278484,2012-08-15,2012,8,15,2,3,1,0,0.5,9.6,,,290,,,0.152,,,0.39,2.3,6.58,1.87,0.066,0.102,0.049,0.057,0.01,0.029,0.022,0.004,7,36,2,4,2.7,120,,,,3.65,,,17.3
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,278481,2012-10-10,2012,10,10,2,4,1,0,0.5,9.1,,,255,,,0.161,,,0.43,1.3,6.49,1.88,0.065,0.088,0.04,0.047,0.008,0.029,0.02,0.004,12,54,2,5,3.21,160,,,,2.5,,,9.5
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,248384,2013-02-20,2013,2,20,2,1,3,0,0.5,11.5,,,325,2.311,0.486,0.189,2.96,,0.32,0.25,6.42,2,0.065,0.096,0.042,0.052,0.0091,0.031,0.023,0.004,17,71,2,4,3.19,150,170,,10.75,,,,0.33
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,248429,2013-05-19,2013,5,19,2,2,1,0,0.5,9.3,,,291,1.972,0.436,0.171,2.68,,0.47,1.2,6.3,1.85,0.061,0.091,0.041,0.05,0.0091,0.028,0.019,0.004,1.5,54,2,6,2.96,290,180,,,,,3,9.5
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,248460,2013-08-07,2013,8,7,2,3,1,0,0.5,9.5,,,277,1.833,0.386,0.146,2.24,,0.44,3,6.69,1.83,0.065,0.086,0.041,0.049,0.0087,0.028,0.019,0.004,5,40,2,4,2.78,110,140,,7.31,,,3,18.2
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,248519,2013-10-09,2013,10,9,2,4,1,0,0.5,10.1,,,304,2.029,0.436,0.167,2.58,,0.48,1,6.37,1.9,0.061,0.088,0.041,0.048,0.0091,0.03,0.019,0.004,10,49,2,5,2.72,190,160,,,,,2.5,10.3
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,240214,2014-02-18,2014,2,18,2,1,3,0,0.5,10.5,,,350,2.096,0.466,0.179,2.76,,0.26,0.25,6.36,2.04,0.065,0.094,0.045,0.054,0.0101,0.03,0.021,0.004,19,84,2,4.7,3,140,160,,17.3,,,,0.5
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,240258,2014-05-11,2014,5,11,2,2,1,0,0.5,9.8,,,307,1.957,0.429,0.166,2.58,,0.32,2.1,6.35,1.88,0.062,0.095,0.045,0.051,0.0097,0.029,0.019,0.004,1.5,72,2,5.4,2.9,230,150,,,,,3,6.4
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,240289,2014-08-07,2014,8,7,2,3,1,0,0.5,9.2,,,245,2.014,0.406,0.156,2.4,,0.44,3.1,6.78,1.95,0.07,0.096,0.043,0.053,0.0097,0.03,0.02,0.004,6,10,1.5,5.7,2.6,110,130,,7.5,,,3.25,21.7
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,249729,2014-10-06,2014,10,6,2,4,1,0,0.5,8.8,,,270,1.713,0.361,0.137,2.12,,0.4,1.3,6.55,2.01,0.075,0.106,0.043,0.055,0.0108,0.029,0.02,0.004,9,37,1.5,5.2,2.6,140,140,,9.2,,,3,9.9
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,284213,2015-02-16,2015,2,16,2,1,3,0,0.5,10.5,,,309,2.13,0.449,0.173,2.7,,0.25,0.6,6.45,2.11,0.069,0.1,0.047,0.057,0.0102,0.033,0.022,0.004,18,42,1.5,4.9,3.2,200,160,,10.73,,,,0.64
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,302563,2015-05-10,2015,5,10,2,2,1,0,0.5,9.5,,,306,1.876,0.396,0.153,2.38,,0.28,1.2,6.29,1.86,0.065,0.09,0.042,0.051,0.0091,0.03,0.02,0.004,4,47,1.5,4.6,2.8,210,150,,,,,3,4.5
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,335089,2015-08-10,2015,8,10,2,3,1,0,0.5,8.6,,,259,1.75,0.358,0.135,2.08,,0.43,3.9,6.71,1.9,0.067,0.09,0.043,0.052,0.009,0.029,0.02,0.004,5,17,2,5.6,2.6,98,120,,9.42,,,2.8,16.4
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,351809,2015-10-21,2015,10,21,2,4,1,0,0.5,8.1,,,261,1.651,0.348,0.133,2.06,,0.4,1,6.57,1.91,0.07,0.092,0.043,0.052,0.0092,0.029,0.02,0.004,23,47,2,3.6,2.6,130,130,,10.48,,,3,8.4
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,383522,2016-02-15,2016,2,15,2,1,3,0,0.5,9.4,,,297,1.811,0.376,0.145,2.26,,0.21,0.25,6.54,2.02,0.072,0.1,0.045,0.057,0.0089,0.031,0.021,0.004,9,51,2,3.3,2.7,140,140,,10.68,,,,0.8
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,500716,2016-05-22,2016,5,22,2,2,1,0,0.5,9.3,,,280,1.643,0.363,0.139,2.16,,0.36,1.4,6.45,1.9,0.07,0.09,0.039,0.052,0.0089,0.02977305851,0.0202,0.004,4,40,0.5,4.6,2.6,200,140,,,,,3,6.8
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,524888,2016-08-23,2016,8,23,2,3,1,0,0.5,8.6,,,252,1.544,0.313,0.12,1.8,,0.38,1.9,6.73,1.91,0.072,0.095,0.04,0.052,0.0089,0.02914844889,0.02,0.004,5,20,0.5,3.7,2.5,110,120,,9.57,,,4,15.6
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,544173,2016-10-24,2016,10,24,2,4,1,0,0.5,8.2,,,305,1.572,0.314,0.118,1.8,,0.65,2.8,6.6,2.13,0.076,0.09,0.038,0.052,0.0092,0.03123048095,0.021,0.004,12,37,0.5,4.1,2.3,110,110,,8.22,,,3.6,8.39
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,607469,2017-02-07,2017,2,7,2,1,3,0,0.5,9.6,,,320,1.777,0.361,0.136,2.1,,0.22,0.8,6.61,2.3,0.091,0.1,0.045,0.061,0.01,0.03539454508,0.025,0.004,13,54,0.5,3.6,3,100,120,,14.19,,,,0.06
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,651144,2017-05-28,2017,5,28,2,2,1,0,0.5,8.5,,,286,1.592,0.329,0.129,2,,0.42,1.8,6.44,1.92,0.076,0.09,0.037,0.048,0.0082,0.02914844889,0.02,0.004,5,41,0.5,4.3,2.6,160,110,,,,,3.7,7.8
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,688865,2017-08-15,2017,8,15,2,3,1,0,0.5,7.8,,,271,1.488,0.293,0.111,1.7,,0.37,2.9,6.72,1.94,0.08,0.09,0.039,0.052,0.0087,0.02914844889,0.021,0.004,9,16,0.5,4.5,2.4,98,98,,,,,2.9,15.8
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,704057,2017-10-05,2017,10,5,2,4,1,0,0.5,8,,,247,1.485,0.297,0.112,1.7,,0.4,1.4,6.65,1.98,0.08,0.1,0.04,0.052,0.0089,0.02914844889,0.02,0.004,14,30,0.5,5,2.4,130,110,,9.8,,,2.9,11.4
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,720258,2018-02-13,2018,2,13,2,1,3,0,0.5,9.6,,,280,1.813,0.379,0.145,2.24,,0.22,0.6,6.54,2.1,0.077,0.1,0.045,0.061,0.01,0.03331251301,0.023,0.004,18,40,0.5,3.6,2.8,140,130,,12.11,,,,1
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,735786,2018-05-21,2018,5,21,2,2,1,0,0.5,9.8,,,297,1.825,0.394,0.152,2.36,,0.38,,6.33,2.03,0.062,0.09,0.039,0.052,0.0087,0.02914844889,0.021,0.004,5,38,0.5,6.1,2.7,260,160,,,,,3.2,8
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,748343,2018-08-02,2018,8,2,2,3,1,0,0.5,9.2,,,280,1.64,0.328,0.123,1.9,,0.39,2.5,6.67,1.92,0.072,0.085,0.039,0.057,0.01,0.02914844889,0.021,0.004,19,11,0.5,3.9,2.5,88,120,,8.08,,,3.4,22.38
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,757001,2018-10-01,2018,10,1,2,4,1,0,0.5,8.2,,,269,1.585,0.323,0.12,1.8,,0.47,1.5,6.58,1.96,0.075,0.095,0.04,0.057,0.01,0.02914844889,0.021,0.004,16,49,0.5,4.4,2.5,100,120,,,,,3.9,10.88
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,768664,2019-02-18,2019,2,18,2,1,3,0,0.5,9.3,,,299,1.702,0.344,0.13,2,,0.23,0.6,6.58,2.2,0.084,0.1,0.045,0.065,0.01,0.03331251301,0.024,0.004,15,70,0.5,3.8,2.8,100,120,,13.2,,,,0.68
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,786190,2019-05-20,2019,5,20,2,2,1,0,0.5,8.8,,,348,1.71,0.359,0.137,2.12,,0.39,1.1,6.35,1.95,0.068,0.1,0.041,0.057,0.0097,0.02914844889,0.021,0.004,4,61,0.5,4.2,2.8,180,140,,,,,3.4,8
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,788904,2019-08-07,2019,8,7,2,3,1,0,0.5,8.2,,,242,1.588,0.313,0.115,1.8,,0.86,4.7,6.78,1.93,0.074,0.095,0.041,0.057,0.0092,0.03123048095,0.021,0.004,7,12,0.5,4.2,2.2,81,100,,9.1,,,3.1,18
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,816973,2019-10-14,2019,10,14,2,4,1,0,0.5,8.2,,,275,1.603,0.328,0.127,2,,0.89,7.6,6.57,1.96,0.076,0.095,0.041,0.057,0.0095,0.03123048095,0.021,0.004,14,35,0.5,5.1,2.1,100,110,,10.7,,,3,7.3
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,829916,2020-02-18,2020,2,18,2,1,3,0,0.5,8.9,,,268,1.624,0.328,0.124,1.9,,0.27,0.7,6.51,2.07,0.09,0.1,0.043,0.057,0.0097,0.03539454508,0.024,0.004,18,50,0.5,2.4,2.2,93,100,,11.92,,,,0.39
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,862195,2020-05-26,2020,5,26,2,2,1,0,0.5,9.1,,,266,1.887,0.385,0.147,2.28,,0.52,2,6.35,2.02,0.066,0.095,0.041,0.057,0.0095,0.03123048095,0.021,0.004,7,39,0.5,4.8,2.3,210,130,,,,,2.8,
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,890855,2020-08-12,2020,8,12,2,3,1,0,0.5,9.1,,,253,1.61,0.324,0.121,1.9,,0.62,2.9,6.71,1.93,0.072,0.095,0.041,0.057,0.0092,0.02914844889,0.021,0.004,11,16,0.5,4.6,2.2,100,110,,5.6,,,3.4,16.9
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,896373,2020-10-06,2020,10,6,2,4,1,0,0.5,9.3,,,297,1.579,0.314,0.118,1.8,,0.36,1.5,6.52,1.97,0.074,0.095,0.041,0.057,0.0092,0.03123048095,0.021,0.004,15,33,0.5,3.3,2.3,88,110,,,,,3.8,10.61
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,938926,2021-02-22,2021,2,22,2,1,3,0,0.5,10.7,10.3,,293,2.01,0.428,0.165,2.56,,0.36,0.25,6.49,2.24,0.065,0.095,0.042,0.057,0.0095,0.03123048095,0.023,0.004,18,46,0.5,4,2.7,130,140,,12.73,,,,0.2
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,989793,2021-05-22,2021,5,22,2,2,1,0,0.5,10.5,10.7,,272,2.008,0.438,0.171,2.68,,0.36,1.3,6.18,1.85,0.058,0.09,0.039,0.057,0.0082,0.02914844889,0.021,0.004,7,45,0.5,4.5,2.6,210,160,,,,,2.7,6
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,1018209,2021-08-10,2021,8,10,2,3,1,0,0.5,10.1,9.7,,260,1.913,0.394,0.149,2.3,,0.43,2,6.6,1.87,0.063,0.09,0.039,0.052,0.0089,0.02706641682,0.021,0.004,8,19,0.5,4.8,2.5,120,140,,,,,3.1,17.5
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,1023639,2021-10-19,2021,10,19,2,4,1,0,0.5,10.3,10.1,,271,1.966,0.423,0.163,2.54,,0.54,0.8,6.53,1.9,0.062,0.095,0.041,0.057,0.0095,0.02706641682,0.022,0.004,15,36,0.5,4.8,2.7,170,160,,10.1,,,2.9,8.15
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,1052396,2022-02-16,2022,2,16,2,1,3,0,0.5,12.1,,,392,2.473,0.53,0.204,3.18,,0.3,0.25,6.33,2.19,0.068,0.1,0.047,0.065,0.01,0.03123048095,0.025,0.004,23,61,0.5,4.1,3.3,160,170,,10.5,,,,0.8
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,1063045,2022-05-23,2022,5,23,2,2,1,0,0.5,10.8,,,340,2.094,0.453,0.177,2.76,,0.36,1,6.44,1.94,0.06,0.095,0.041,0.057,0.0092,0.02706641682,0.021,0.004,8,52,0.5,5.5,2.9,240,170,,11.68,,,1.8,7.5
61,262774,Hällvattnet,7048754,630861,Västernorrlands län,Örnsköldsvik,WA38350845,1085833,2022-08-09,2022,8,9,2,3,1,0,0.5,10.6,,,300,1.956,0.408,0.156,2.42,,0.52,3,6.64,1.88,0.064,0.095,0.04,0.057,0.0095,0.02498438476,0.022,0.004,8,30,0.5,5.7,2.6,130,150,,9.5,,,2,16.8
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23109,2001-02-16,2001,2,16,1,1,1,0,0.5,20.1,,799,,,,0.391,,0.4,,0.3,6.07,4.5,0.088,0.277,0.084,0.103,0.012,0.109,0.069,0.0063,69,137,2,8,2.99,686,,400,11.75,1.3,,,1.3
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23110,2001-05-11,2001,5,11,1,2,2,0,0.5,15.7,,619,,,,0.308,,0.359,,3.6,6.3,4.11,0.109,0.253,0.078,0.098,0.012,0.095,0.063,0.0068,22,148,3,22,2.29,519,,355,9.52,1.5,,,13.3
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23111,2001-08-09,2001,8,9,1,3,1,0,0.5,14.4,,543,,,,0.208,,0.238,,5.3,6.89,4.42,0.128,0.261,0.081,0.103,0.012,0.103,0.066,0.0079,26,61,2,11,2.58,369,,165,,2.2,,,19.1
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23112,2001-10-14,2001,10,14,1,4,1,0,0.5,12.8,,431,,,,0.2,,0.233,,3.8,6.82,4.51,0.139,0.272,0.084,0.108,0.013,0.1,0.064,0.0068,28,72,2,11,2.13,491,,145,9.92,2.2,,,11.3
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23113,2002-02-14,2002,2,14,1,1,1,0,0.5,17.4,,662,,,,0.332,,0.368,,0.6,5.94,3.62,0.052,0.213,0.066,0.087,0.01,0.089,0.053,0.0058,46,141,3,9,2.76,560,,305,12.4,1.2,,,1.1
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23114,2002-05-03,2002,5,3,1,2,2,0,0.5,22.3,,776,,,,0.285,,0.319,,3.5,6.51,4.01,0.099,0.25,0.075,0.094,0.011,0.09,0.058,0.0058,18,173,3,12,2.62,457,,,10.32,1.9,,,10.2
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23115,2002-08-12,2002,8,12,1,3,1,0,0.5,19,,468,,,,0.339,,0.377,,7.4,6.6,4.09,0.106,0.254,0.069,0.091,0.013,0.08,0.051,0.0063,20,26,4,14,1.85,494,,265,7.71,1.6,,,23.1
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23116,2002-10-20,2002,10,20,1,4,1,0,0.5,17.1,,487,,,,0.305,,0.345,,1.3,6.64,4.17,0.134,0.272,0.073,0.094,0.014,0.084,0.052,0.0068,65,59,5,11,2.12,784,,230,10.63,1.6,,,4.3
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23117,2003-02-25,2003,2,25,1,1,1,0,0.5,20,,544,,,,0.351,,0.376,,1,6.22,4.66,0.121,0.277,0.081,0.103,0.014,0.11,0.064,0.0053,77,131,4,17,3.02,761,,320,11.63,1,,,1
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23118,2003-05-11,2003,5,11,1,2,2,0,0.5,16.3,,813,,,,0.277,,0.304,,2.6,6.78,4.18,0.159,0.262,0.074,0.102,0.013,0.093,0.059,0.0053,30,144,3,10,1.79,599,,275,11.8,1.8,,,10.9
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23119,2003-08-29,2003,8,29,1,3,1,0,0.5,13.9,,654,,,,0.175,,0.221,,4.9,6.85,4.48,0.165,0.273,0.077,0.107,0.013,0.095,0.069,0.0068,21,18,2,13,0.76,530,,122,8.02,2,,,16.7
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23120,2003-10-12,2003,10,12,1,4,1,0,0.5,13.3,,631,,,,0.171,,0.193,,1.9,6.99,4.59,0.166,0.278,0.077,0.111,0.014,0.097,0.06,0.0074,27,25,2,16,0.69,541,,110,9.84,2.5,,,9.2
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23121,2004-02-18,2004,2,18,1,1,1,0,0.5,17.4,,623,,,,0.292,,0.319,,1,6.3,4.33,0.1,0.252,0.075,0.105,0.012,0.101,0.063,0.0063,37,81,2,9,1.72,519,,,11.13,1.2,,,0.6
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23122,2004-04-14,2004,4,14,1,2,1,0,0.5,15.9,,598,,,,0.269,,0.313,,1.7,6.18,4.36,0.118,0.248,0.073,0.103,0.012,0.095,0.064,0.0063,20,147,6,8,3.52,577,,,,1.8,,,4.5
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23123,2004-08-18,2004,8,18,1,3,1,0,0.5,13.7,,356,,,,0.195,,0.233,,5.8,6.97,4.49,0.154,0.258,0.073,0.11,0.012,0.09,0.064,0.0068,29,4,5,13,2.02,282,,,7.86,2.1,,,20.3
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23124,2004-10-17,2004,10,17,1,4,1,0,0.5,13.8,,469,,,,0.2,,0.237,,2.4,6.8,4.43,0.159,0.259,0.073,0.108,0.013,0.089,0.06,0.0074,24,57,3,13,1.73,499,,,9.85,2.2,,,7.8
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23125,2005-03-01,2005,3,1,1,1,2,0,0.5,19,,556,,,,0.329,,0.359,,1.6,6.18,4.43,0.131,0.269,0.079,0.114,0.012,0.091,0.068,0.0068,42,101,4,9,2.18,626,,,11.59,1,,,0.9
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23126,2005-04-25,2005,4,25,1,2,1,0,0.5,16,,476,,,,0.276,,0.329,,2.3,6.54,4.36,0.147,0.263,0.075,0.102,0.011,0.074,0.063,0.0063,33,147,5,10,2.29,666,,,10.35,1.6,,,7.8
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23127,2005-09-04,2005,9,4,1,3,2,0,0.5,18,,369,,,,0.279,,0.306,,3.8,7.03,4.22,0.145,0.277,0.074,0.106,0.011,0.073,0.058,0.0068,25,19,4,21,1.91,485,,,8.56,1.8,,,17.1
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23128,2005-10-23,2005,10,23,1,4,1,0,0.5,14.5,,498,,,,0.266,,0.297,,1.7,6.91,4.31,0.162,0.284,0.076,0.105,0.011,0.075,0.071,0.0074,31,54,4,13,2.01,653,,,10.37,1.7,,,8
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23129,2006-02-19,2006,2,19,1,1,1,0,0.5,18.7,,485,,,,0.298,,0.328,,2.1,6.47,4.52,0.152,0.286,0.077,0.11,0.011,0.08,0.062,0.0074,45,151,6,10,2.59,642,,,12.83,1.1,,,0.4
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23130,2006-05-01,2006,5,1,1,2,2,0,0.5,16.8,,573,,,,0.316,,0.376,,1.7,6.42,4.19,0.134,0.238,0.065,0.102,0.011,0.069,0.06,0.0063,47,217,6,15,3.83,678,,,9.98,1.5,,,6.2
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23131,2006-09-03,2006,9,3,1,3,2,0,0.5,13.4,,423,,,,0.174,,0.212,,6.5,6.91,4.38,0.174,0.281,0.073,0.107,0.014,0.075,0.059,0.0079,20,18,3,12,1.76,341,,,9.09,2.2,,,19
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23132,2006-10-15,2006,10,15,1,4,1,0,0.5,13.9,,508,,,,0.17,,0.206,,2.3,6.79,4.45,0.183,0.282,0.076,0.107,0.013,0.073,0.064,0.0074,22,47,2,9,1.89,441,,,,2.1,,,12.6
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23133,2007-02-18,2007,2,18,1,1,1,0,0.5,19,,,673,,,0.314,,0.347,,0.7,6.55,4.37,0.119,0.27,0.072,0.106,0.013,0.086,0.071,0.0068,40,139,2,9,3.49,537,,,,1.2,,,0.5
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23134,2007-04-22,2007,4,22,1,2,1,0,0.5,17.6,,,654,,,0.316,,0.34,,3.1,6.64,4.23,0.154,0.26,0.07,0.105,0.012,0.08,0.067,0.0063,25,168,3,9,4.03,539,,,,1.5,,,7.2
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23135,2007-08-30,2007,8,30,1,3,1,0,0.5,15.2,,,468,,,0.182,,0.222,,5.5,6.91,4.5,0.157,0.273,0.071,0.113,0.013,0.084,0.067,0.0068,9,40,3,12,2.65,325,,,,1.7,,,16.4
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23136,2007-10-14,2007,10,14,1,4,1,0,0.5,14.8,,,481,,,0.157,,0.187,,2.7,7.04,4.55,0.17,0.28,0.075,0.118,0.013,0.081,0.07,0.0074,16,50,2,6,2.53,353,,,,2.3,,,8
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23137,2008-02-20,2008,2,20,1,1,1,0,0.5,21.1,,,671,,,0.35,,0.392,,1.9,6.15,4.23,0.111,0.262,0.075,0.102,0.011,0.087,0.078,0.0068,35,107,5,10,3.44,689,,,,1.2,,,2
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23138,2008-04-27,2008,4,27,1,2,1,0,0.5,18.8,,,608,,,0.312,,0.351,,3.7,6.66,4.23,0.118,0.254,0.07,0.095,0.01,0.107,0.142,0.0068,16,127,4,14,3.87,558,,,,1.5,,,10.2
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23139,2008-08-31,2008,8,31,1,3,1,0,0.5,9.1,,,269,,,0.215,,0.254,,4.9,6.82,4.39,0.155,0.271,0.076,0.102,0.012,0.084,0.072,0.0079,7,25,3,8,2.8,369,,,,1.8,,,16.3
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23140,2008-10-26,2008,10,26,1,4,1,0,0.5,16.8,,,481,,,0.231,,0.269,,2.6,6.94,4.46,0.149,0.275,0.075,0.095,0.012,0.079,0.064,0.0063,19,51,3,10,2.37,368,,,,1.9,,,7.8
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23141,2009-02-15,2009,2,15,1,1,1,0,0.5,24.4,,,782,,,0.397,,0.431,,0.4,6.17,4.34,0.106,0.246,0.082,0.103,0.011,0.08,0.077,0.0068,43,101,3,10,3.39,562,,,,0.9,,,0.4
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23142,2009-04-26,2009,4,26,1,2,1,0,0.5,20.9,,,708,,,0.342,,0.398,,6.1,6.4,4.16,0.123,0.242,0.071,0.092,0.011,0.073,0.073,0.0068,33,127,4,17,3.49,620,,,,1.4,,,9.7
62,262836,Siggeforasjön,6650914,620487,Uppsala län,Uppsala,WA74960253,23143,2009-08-20,2009,8,20,1,3,1,0,0.5,19.8,,,606,,,0.36,,0.364,,8.1,6.67,3.78,0.12,0.254,0.068,0.09,0.011,,,,14,56,3,17,2.44,500,,,,1.6,,,18.7
