Date,"Total
vattenföring
[m³/s]","Total
stationskorrigerad
vattenföring
[m³/s]","Total
naturlig
vattenföring
[m³/s]","Lokal
vattenföring
[m³/s]","Vattendragstemperatur
[°C]",7-day Avg Total Vattenföring,30-day Avg Total Vattenföring,7-day Avg Lokal Vattenföring,30-day Avg Lokal Vattenföring,MD-MVM Id,Temp 1w avg,Temp 2w avg,Temp 4w avg,Temp 12w avg,Temp 52w avg,Precip 1w avg,Precip 2w avg,Precip 4w avg,Precip 12w avg,Precip 52w avg
2012-06-10,0.022,0.022,0.022,0.012,16,0.02585714286,0.05676666667,0.013,0.0361,54,,,,,,,,,,
2012-06-11,0.023,0.023,0.023,0.014,16.2,0.025,0.05416666667,0.01357142857,0.03066666667,54,,,,,,,,,,
2012-06-12,0.023,0.023,0.023,0.019,16.4,0.02428571429,0.05133333333,0.01442857143,0.0267,54,,,,,,,,,,
2012-06-13,0.026,0.026,0.026,0.048,16.7,0.02414285714,0.04856666667,0.01957142857,0.0247,54,,,,,,,,,,
2012-06-14,0.031,0.031,0.031,0.069,16.7,0.02485714286,0.04603333333,0.02742857143,0.02396666667,54,,,,,,,,,,
2012-06-15,0.033,0.033,0.033,0.06,16.9,0.026,0.04366666667,0.03371428571,0.02346666667,54,,,,,,,,,,
2012-06-16,0.036,0.036,0.036,0.059,16.5,0.02771428571,0.04153333333,0.04014285714,0.02323333333,54,,,,,,,,,,
2012-06-17,0.04,0.04,0.04,0.074,16.7,0.03028571429,0.03973333333,0.049,0.0239,54,,,,,,,,,,
2012-06-18,0.042,0.042,0.042,0.063,17.1,0.033,0.0382,0.056,0.0245,54,,,,,,,,,,
2012-06-19,0.042,0.042,0.042,0.045,17.3,0.03571428571,0.03686666667,0.05971428571,0.02463333333,54,,,,,,,,,,
2012-06-20,0.041,0.041,0.041,0.034,17.5,0.03785714286,0.0357,0.05771428571,0.02463333333,54,,,,,,,,,,
2012-06-21,0.039,0.039,0.039,0.025,17.9,0.039,0.0347,0.05142857143,0.0246,54,,,,,,,,,,
2012-06-22,0.036,0.036,0.036,0.019,18.4,0.03942857143,0.0338,0.04557142857,0.02453333333,54,,,,,,,,,,
2012-06-23,0.034,0.034,0.034,0.016,18.2,0.03914285714,0.03303333333,0.03942857143,0.0245,54,,,,,,,,,,
2012-06-24,0.032,0.032,0.032,0.015,18.3,0.038,0.0324,0.031,0.0245,54,,,,,,,,,,
2012-06-25,0.031,0.031,0.031,0.015,18,0.03642857143,0.03186666667,0.02414285714,0.02456666667,54,,,,,,,,,,
2012-06-26,0.031,0.031,0.031,0.019,18,0.03485714286,0.0315,0.02042857143,0.02483333333,54,,,,,,,,,,
2012-06-27,0.03,0.03,0.03,0.019,18,0.03328571429,0.03123333333,0.01828571429,0.02513333333,54,,,,,,,,,,
2012-06-28,0.028,0.028,0.028,0.017,17.9,0.03171428571,0.031,0.01714285714,0.0254,54,,,,,,,,,,
2012-06-29,0.029,0.029,0.029,0.029,18.2,0.03071428571,0.03086666667,0.01857142857,0.0261,54,,,,,,,,,,
2012-06-30,0.031,0.031,0.031,0.039,18.7,0.03028571429,0.03086666667,0.02185714286,0.02713333333,54,,,,,,,,,,
2012-07-01,0.031,0.031,0.031,0.03,19,0.03014285714,0.03093333333,0.024,0.0279,54,,,,,,,,,,
2012-07-02,0.031,0.031,0.031,0.031,19.2,0.03014285714,0.031,0.02628571429,0.0286,54,,,,,,,,,,
2012-07-03,0.029,0.029,0.029,0.021,19.6,0.02985714286,0.031,0.02657142857,0.02903333333,54,,,,,,,,,,
2012-07-04,0.028,0.028,0.028,0.017,19.8,0.02957142857,0.03096666667,0.02628571429,0.02926666667,54,,,,,,,,,,
2012-07-05,0.026,0.026,0.026,0.015,20.2,0.02928571429,0.0309,0.026,0.02933333333,54,,,,,,,,,,
2012-07-06,0.024,0.024,0.024,0.013,20.7,0.02857142857,0.0308,0.02371428571,0.02936666667,54,,,,,,,,,,
2012-07-07,0.024,0.024,0.024,0.014,21.2,0.02757142857,0.03073333333,0.02014285714,0.02936666667,54,,,,,,,,,,
2012-07-08,0.035,0.035,0.035,0.149,21.3,0.02814285714,0.03106666667,0.03714285714,0.0338,54,,,,,,,,,,
2012-07-09,0.067,0.067,0.067,0.31,20.9,0.03328571429,0.0325,0.077,0.04366666667,54,,,,,,,,,,
2012-07-10,0.105,0.105,0.105,0.327,20.1,0.04414285714,0.03526666667,0.1207142857,0.05416666667,54,,,,,,,,,,
2012-07-11,0.138,0.138,0.138,0.298,19.8,0.05985714286,0.0391,0.1608571429,0.06363333333,54,,,,,,,,,,
2012-07-12,0.161,0.161,0.161,0.257,19.3,0.07914285714,0.0437,0.1954285714,0.07156666667,54,,,,,,,,,,
2012-07-13,0.174,0.174,0.174,0.217,18.9,0.1005714286,0.04863333333,0.2245714286,0.0772,54,,,,,,,,,,
2012-07-14,0.178,0.178,0.178,0.18,19,0.1225714286,0.05353333333,0.2482857143,0.0809,54,,,,,,,,,,
2012-07-15,0.176,0.176,0.176,0.153,19,0.1427142857,0.0583,0.2488571429,0.084,54,,,,,,,,,,
2012-07-16,0.17,0.17,0.17,0.13,18.8,0.1574285714,0.06276666667,0.2231428571,0.08636666667,54,,,,,,,,,,
2012-07-17,0.164,0.164,0.164,0.124,18.6,0.1658571429,0.0669,0.1941428571,0.08803333333,54,,,,,,,,,,
2012-07-18,0.16,0.16,0.16,0.123,18.4,0.169,0.07083333333,0.1691428571,0.09003333333,54,,,,,,,,,,
2012-07-19,0.155,0.155,0.155,0.119,18.2,0.1681428571,0.0746,0.1494285714,0.0925,54,,,,,,,,,,
2012-07-20,0.148,0.148,0.148,0.099,18,0.1644285714,0.07816666667,0.1325714286,0.09466666667,54,,,,,,,,,,
2012-07-21,0.136,0.136,0.136,0.07,17.8,0.1584285714,0.0814,0.1168571429,0.09616666667,54,,,,,,,,,,
2012-07-22,0.124,0.124,0.124,0.053,18,0.151,0.08433333333,0.1025714286,0.0973,54,,,,,,,,,,
2012-07-23,0.113,0.113,0.113,0.045,18.2,0.1428571429,0.08696666667,0.09042857143,0.09826666667,54,,,,,,,,,,
2012-07-24,0.103,0.103,0.103,0.04,18.8,0.1341428571,0.08933333333,0.07842857143,0.0991,54,,,,,,,,,,
2012-07-25,0.092,0.092,0.092,0.029,19.6,0.1244285714,0.09136666667,0.065,0.09956666667,54,,,,,,,,,,
2012-07-26,0.082,0.082,0.082,0.024,19.9,0.114,0.09306666667,0.05142857143,0.09973333333,54,,,,,,,,,,
2012-07-27,0.074,0.074,0.074,0.019,20,0.1034285714,0.09453333333,0.04,0.09973333333,54,,,,,,,,,,
2012-07-28,0.068,0.068,0.068,0.019,20.1,0.09371428571,0.09586666667,0.03271428571,0.0998,54,,,,,,,,,,
2012-07-29,0.064,0.064,0.064,0.022,20.5,0.08514285714,0.09703333333,0.02828571429,0.09956666667,54,,,,,,,,,,
2012-07-30,0.058,0.058,0.058,0.019,20.7,0.07728571429,0.09793333333,0.02457142857,0.0989,54,,,,,,,,,,
2012-07-31,0.054,0.054,0.054,0.018,20.1,0.07028571429,0.0987,0.02142857143,0.0985,54,,,,,,,,,,
2012-08-01,0.051,0.051,0.051,0.018,19.8,0.06442857143,0.09936666667,0.01985714286,0.09806666667,54,,,,,,,,,,
2012-08-02,0.048,0.048,0.048,0.017,19.9,0.05957142857,0.1,0.01885714286,0.09793333333,54,,,,,,,,,,
2012-08-03,0.044,0.044,0.044,0.017,20.3,0.05528571429,0.1005333333,0.01857142857,0.09793333333,54,,,,,,,,,,
2012-08-04,0.041,0.041,0.041,0.015,20.4,0.05142857143,0.1010333333,0.018,0.09793333333,54,,,,,,,,,,
2012-08-05,0.037,0.037,0.037,0.013,20.2,0.04757142857,0.1014666667,0.01671428571,0.09793333333,54,,,,,,,,,,
2012-08-06,0.038,0.038,0.038,0.027,20,0.04471428571,0.1019333333,0.01785714286,0.09836666667,54,,,,,,,,,,
2012-08-07,0.041,0.041,0.041,0.042,19.6,0.04285714286,0.1021333333,0.02128571429,0.0948,54,,,,,,,,,,
2012-08-08,0.042,0.042,0.042,0.044,19.1,0.04157142857,0.1013,0.025,0.08593333333,54,,,,,,,,,,
2012-08-09,0.041,0.041,0.041,0.034,18.5,0.04057142857,0.09916666667,0.02742857143,0.07616666667,54,,,,,,,,,,
2012-08-10,0.039,0.039,0.039,0.026,18.1,0.03985714286,0.09586666667,0.02871428571,0.0671,54,,,,,,,,,,
2012-08-11,0.037,0.037,0.037,0.02,18.1,0.03928571429,0.09173333333,0.02942857143,0.0592,54,,,,,,,,,,
2012-08-12,0.034,0.034,0.034,0.018,18.5,0.03885714286,0.08706666667,0.03014285714,0.05256666667,54,,,,,,,,,,
2012-08-13,0.032,0.032,0.032,0.016,18.6,0.038,0.0822,0.02857142857,0.0471,54,,,,,,,,,,
2012-08-14,0.03,0.03,0.03,0.014,18.6,0.03642857143,0.07733333333,0.02457142857,0.04246666667,54,,,,,,,,,,
2012-08-15,0.028,0.028,0.028,0.012,18.8,0.03442857143,0.0726,0.02,0.03853333333,54,,,,,,,,,,
2012-08-16,0.026,0.026,0.026,0.011,19,0.03228571429,0.068,0.01671428571,0.03476666667,54,,,,,,,,,,
2012-08-17,0.024,0.024,0.024,0.009,19.1,0.03014285714,0.06346666667,0.01428571429,0.03096666667,54,,,,,,,,,,
2012-08-18,0.023,0.023,0.023,0.009,19,0.02814285714,0.05906666667,0.01271428571,0.0273,54,,,,,,,,,,
2012-08-19,0.022,0.022,0.022,0.008,19.4,0.02642857143,0.05486666667,0.01128571429,0.02426666667,54,,,,,,,,,,
2012-08-20,0.02,0.02,0.02,0.007,19.2,0.02471428571,0.051,0.01,0.02216666667,54,,,,,,,,,,
2012-08-21,0.021,0.021,0.021,0.012,19,0.02342857143,0.04756666667,0.009714285714,0.0208,54,,,,,,,,,,
2012-08-22,0.022,0.022,0.022,0.012,18.5,0.02257142857,0.04453333333,0.009714285714,0.0197,54,,,,,,,,,,
2012-08-23,0.023,0.023,0.023,0.023,18.1,0.02214285714,0.04186666667,0.01142857143,0.01913333333,54,,,,,,,,,,
2012-08-24,0.025,0.025,0.025,0.033,17.4,0.02228571429,0.03963333333,0.01485714286,0.01926666667,54,,,,,,,,,,
2012-08-25,0.025,0.025,0.025,0.032,17.1,0.02257142857,0.03773333333,0.01814285714,0.01953333333,54,,,,,,,,,,
2012-08-26,0.028,0.028,0.028,0.051,16.8,0.02342857143,0.0362,0.02428571429,0.0206,54,,,,,,,,,,
2012-08-27,0.031,0.031,0.031,0.059,16.1,0.025,0.03496666667,0.03171428571,0.02193333333,54,13.51428571,15.22142857,15.49642857,15.30952381,6.241208791,,,,,
2012-08-28,0.034,0.034,0.034,0.058,15.2,0.02685714286,0.03396666667,0.03828571429,0.02313333333,54,,,,,,,,,,
2012-08-29,0.036,0.036,0.036,0.058,15.6,0.02885714286,0.03323333333,0.04485714286,0.02443333333,54,,,,,,,,,,
2012-08-30,0.043,0.043,0.043,0.115,15.5,0.03171428571,0.03286666667,0.058,0.02766666667,54,,,,,,,,,,
2012-08-31,0.054,0.054,0.054,0.132,15.6,0.03585714286,0.03296666667,0.07214285714,0.03146666667,54,,,,,,,,,,
2012-09-01,0.06,0.06,0.06,0.099,15.7,0.04085714286,0.03336666667,0.08171428571,0.0342,54,,,,,,,,,,
2012-09-02,0.061,0.061,0.061,0.071,15.9,0.04557142857,0.03393333333,0.08457142857,0.036,54,,,,,,,,,,
2012-09-03,0.06,0.06,0.06,0.05,16.1,0.04971428571,0.03456666667,0.08328571429,0.03716666667,54,,,,,,,,,,
2012-09-04,0.058,0.058,0.058,0.04,16,0.05314285714,0.03526666667,0.08071428571,0.03806666667,54,,,,,,,,,,
2012-09-05,0.055,0.055,0.055,0.033,16,0.05585714286,0.03583333333,0.07714285714,0.03826666667,54,,,,,,,,,,
2012-09-06,0.051,0.051,0.051,0.025,15.2,0.057,0.03616666667,0.06428571429,0.0377,54,,,,,,,,,,
2012-09-07,0.048,0.048,0.048,0.021,14.7,0.05614285714,0.03636666667,0.04842857143,0.03693333333,54,,,,,,,,,,
2012-09-08,0.045,0.045,0.045,0.019,14,0.054,0.0365,0.037,0.03643333333,54,,,,,,,,,,
2012-09-09,0.042,0.042,0.042,0.018,13.2,0.05128571429,0.0366,0.02942857143,0.03616666667,54,,,,,,,,,,
2012-09-10,0.039,0.039,0.039,0.016,13.8,0.04828571429,0.03666666667,0.02457142857,0.03603333333,54,,,,,,,,,,
2012-09-11,0.037,0.037,0.037,0.015,14.5,0.04528571429,0.03676666667,0.021,0.03593333333,54,,,,,,,,,,
2012-09-12,0.034,0.034,0.034,0.013,14.1,0.04228571429,0.03683333333,0.01814285714,0.03583333333,54,,,,,,,,,,
2012-09-13,0.033,0.033,0.033,0.012,13.5,0.03971428571,0.03693333333,0.01628571429,0.03576666667,54,,,,,,,,,,
2012-09-14,0.031,0.031,0.031,0.011,13.4,0.03728571429,0.03703333333,0.01485714286,0.03573333333,54,,,,,,,,,,
2012-09-15,0.03,0.03,0.03,0.011,13.2,0.03514285714,0.03716666667,0.01371428571,0.03573333333,54,,,,,,,,,,
2012-09-16,0.028,0.028,0.028,0.01,13.3,0.03314285714,0.0373,0.01257142857,0.03576666667,54,,,,,,,,,,
2012-09-17,0.027,0.027,0.027,0.011,13.4,0.03142857143,0.03743333333,0.01185714286,0.03583333333,54,,,,,,,,,,
2012-09-18,0.027,0.027,0.027,0.014,13.1,0.03,0.0376,0.01171428571,0.03603333333,54,,,,,,,,,,
2012-09-19,0.027,0.027,0.027,0.018,12.6,0.029,0.03783333333,0.01242857143,0.0364,54,,,,,,,,,,
2012-09-20,0.027,0.027,0.027,0.019,11.6,0.02814285714,0.03803333333,0.01342857143,0.03663333333,54,,,,,,,,,,
2012-09-21,0.027,0.027,0.027,0.019,10.7,0.02757142857,0.0382,0.01457142857,0.03686666667,54,,,,,,,,,,
2012-09-22,0.03,0.03,0.03,0.049,10.1,0.02757142857,0.03843333333,0.02,0.03773333333,54,,,,,,,,,,
2012-09-23,0.033,0.033,0.033,0.063,10,0.02828571429,0.0387,0.02757142857,0.03873333333,54,,,,,,,,,,
2012-09-24,0.035,0.035,0.035,0.051,9.4,0.02942857143,0.03903333333,0.03328571429,0.03936666667,54,,,,,,,,,,
2012-09-25,0.037,0.037,0.037,0.053,9.1,0.03085714286,0.03933333333,0.03885714286,0.03943333333,54,,,,,,,,,,
2012-09-26,0.044,0.044,0.044,0.115,9.3,0.03328571429,0.03976666667,0.05271428571,0.0413,54,,,,,,,,,,
2012-09-27,0.055,0.055,0.055,0.133,9.6,0.03728571429,0.04046666667,0.069,0.0438,54,,,,,,,,,,
2012-09-28,0.063,0.063,0.063,0.115,9.6,0.04242857143,0.04136666667,0.08271428571,0.0457,54,,,,,,,,,,
2012-09-29,0.068,0.068,0.068,0.099,9.7,0.04785714286,0.0422,0.08985714286,0.04516666667,54,,,,,,,,,,
2012-09-30,0.07,0.07,0.07,0.084,9.6,0.05314285714,0.04273333333,0.09285714286,0.04356666667,54,,,,,,,,,,
2012-10-01,0.072,0.072,0.072,0.077,10.2,0.05842857143,0.04313333333,0.09657142857,0.04283333333,54,,,,,,,,,,
2012-10-02,0.074,0.074,0.074,0.08,10.3,0.06371428571,0.04356666667,0.1004285714,0.04313333333,54,,,,,,,,,,
2012-10-03,0.079,0.079,0.079,0.114,10.3,0.06871428571,0.0442,0.1002857143,0.04526666667,54,,,,,,,,,,
2012-10-04,0.086,0.086,0.086,0.116,10,0.07314285714,0.04513333333,0.09785714286,0.0478,54,,,,,,,,,,
2012-10-05,0.088,0.088,0.088,0.094,9.2,0.07671428571,0.04623333333,0.09485714286,0.04983333333,54,,,,,,,,,,
2012-10-06,0.087,0.087,0.087,0.074,8.7,0.07942857143,0.04743333333,0.09128571429,0.05146666667,54,,,,,,,,,,
2012-10-07,0.085,0.085,0.085,0.062,8.3,0.08157142857,0.04866666667,0.08814285714,0.05283333333,54,,,,,,,,,,
2012-10-08,0.081,0.081,0.081,0.051,8.2,0.08285714286,0.04986666667,0.08442857143,0.0539,54,,,,,,,,,,
2012-10-09,0.077,0.077,0.077,0.043,7.8,0.08328571429,0.05103333333,0.07914285714,0.05473333333,54,,,,,,,,,,
2012-10-10,0.073,0.073,0.073,0.039,7.1,0.08242857143,0.05216666667,0.06842857143,0.0555,54,,,,,,,,,,
2012-10-11,0.069,0.069,0.069,0.035,6.6,0.08,0.05323333333,0.05685714286,0.05616666667,54,,,,,,,,,,
2012-10-12,0.065,0.065,0.065,0.033,6,0.07671428571,0.05426666667,0.04814285714,0.05683333333,54,,,,,,,,,,
2012-10-13,0.062,0.062,0.062,0.032,5.5,0.07314285714,0.05523333333,0.04214285714,0.0575,54,,,,,,,,,,
2012-10-14,0.059,0.059,0.059,0.03,5.3,0.06942857143,0.05616666667,0.03757142857,0.05813333333,54,,,,,,,,,,
2012-10-15,0.062,0.062,0.062,0.08,5.4,0.06671428571,0.05723333333,0.04171428571,0.06043333333,54,,,,,,,,,,
2012-10-16,0.07,0.07,0.07,0.108,5.3,0.06571428571,0.05863333333,0.051,0.0637,54,,,,,,,,,,
2012-10-17,0.075,0.075,0.075,0.103,5.6,0.066,0.06023333333,0.06014285714,0.06676666667,54,,,,,,,,,,
2012-10-18,0.08,0.08,0.08,0.114,6.1,0.06757142857,0.062,0.07142857143,0.0701,54,,,,,,,,,,
2012-10-19,0.085,0.085,0.085,0.104,6.6,0.07042857143,0.06393333333,0.08157142857,0.07296666667,54,,,,,,,,,,
2012-10-20,0.095,0.095,0.095,0.157,6.4,0.07514285714,0.0662,0.09942857143,0.07756666667,54,,,,,,,,,,
2012-10-21,0.109,0.109,0.109,0.171,6.2,0.08228571429,0.06893333333,0.1195714286,0.08263333333,54,,,,,,,,,,
2012-10-22,0.116,0.116,0.116,0.142,5.9,0.09,0.0718,0.1284285714,0.08573333333,54,,,,,,,,,,
2012-10-23,0.117,0.117,0.117,0.116,5.3,0.09671428571,0.0746,0.1295714286,0.0875,54,5.757142857,4.814285714,6.453571429,11.01547619,6.076373626,,,,,
2012-10-24,0.115,0.115,0.115,0.094,4.8,0.1024285714,0.07726666667,0.1282857143,0.08893333333,54,,,,,,,,,,
2012-10-25,0.112,0.112,0.112,0.078,3.6,0.107,0.07976666667,0.1231428571,0.08976666667,54,,,,,,,,,,
2012-10-26,0.106,0.106,0.106,0.065,3,0.11,0.08183333333,0.1175714286,0.0881,54,,,,,,,,,,
2012-10-27,0.1,0.1,0.1,0.054,2.3,0.1107142857,0.08333333333,0.1028571429,0.08546666667,54,,,,,,,,,,
2012-10-28,0.095,0.095,0.095,0.046,1.1,0.1087142857,0.0844,0.085,0.08316666667,54,,,,,,,,,,
2012-10-29,0.094,0.094,0.094,0.056,0.8,0.1055714286,0.08526666667,0.07271428571,0.08173333333,54,,,,,,,,,,
2012-10-30,0.094,0.094,0.094,0.064,1,0.1022857143,0.08606666667,0.06528571429,0.08106666667,54,,,,,,,,,,
2012-10-31,0.091,0.091,0.091,0.06,0.8,0.09885714286,0.0867,0.06042857143,0.0805,54,,,,,,,,,,
2012-11-01,0.091,0.091,0.091,0.1,1.3,0.09585714286,0.08726666667,0.06357142857,0.08116666667,54,,,,,,,,,,
2012-11-02,0.095,0.095,0.095,0.137,2,0.09428571429,0.0878,0.07385714286,0.08193333333,54,,,,,,,,,,
2012-11-03,0.1,0.1,0.1,0.127,2.2,0.09428571429,0.08826666667,0.08428571429,0.0823,54,,,,,,,,,,
2012-11-04,0.102,0.102,0.102,0.105,2.3,0.09528571429,0.08873333333,0.09271428571,0.08266666667,54,,,,,,,,,,
2012-11-05,0.101,0.101,0.101,0.086,2.2,0.09628571429,0.0892,0.097,0.08306666667,54,,,,,,,,,,
2012-11-06,0.098,0.098,0.098,0.071,1.7,0.09685714286,0.08963333333,0.098,0.08336666667,54,,,,,,,,,,
2012-11-07,0.094,0.094,0.094,0.059,1.6,0.09728571429,0.09006666667,0.09785714286,0.08363333333,54,,,,,,,,,,
2012-11-08,0.089,0.089,0.089,0.049,1,0.097,0.09046666667,0.09057142857,0.08383333333,54,,,,,,,,,,
2012-11-09,0.084,0.084,0.084,0.043,0.2,0.09542857143,0.09083333333,0.07714285714,0.08396666667,54,,,,,,,,,,
2012-11-10,0.079,0.079,0.079,0.04,0.8,0.09242857143,0.09116666667,0.06471428571,0.08413333333,54,,,,,,,,,,
2012-11-11,0.076,0.076,0.076,0.044,1.5,0.08871428571,0.09153333333,0.056,0.0845,54,,,,,,,,,,
2012-11-12,0.072,0.072,0.072,0.043,1.6,0.08457142857,0.09186666667,0.04985714286,0.08486666667,54,,,,,,,,,,
2012-11-13,0.069,0.069,0.069,0.039,1.4,0.08042857143,0.0922,0.04528571429,0.08516666667,54,,,,,,,,,,
2012-11-14,0.066,0.066,0.066,0.041,2.3,0.07642857143,0.09233333333,0.04271428571,0.08386666667,54,,,,,,,,,,
2012-11-15,0.065,0.065,0.065,0.043,2.3,0.073,0.09216666667,0.04185714286,0.0817,54,,,,,,,,,,
2012-11-16,0.062,0.062,0.062,0.04,2.6,0.06985714286,0.09173333333,0.04142857143,0.0796,54,,,,,,,,,,
2012-11-17,0.059,0.059,0.059,0.037,2.9,0.067,0.09103333333,0.041,0.07703333333,54,,,,,,,,,,
2012-11-18,0.057,0.057,0.057,0.034,2.8,0.06428571429,0.0901,0.03957142857,0.0747,54,,,,,,,,,,
2012-11-19,0.055,0.055,0.055,0.033,2.7,0.06185714286,0.08876666667,0.03814285714,0.07056666667,54,,,,,,,,,,
2012-11-20,0.053,0.053,0.053,0.032,3.1,0.05957142857,0.0869,0.03714285714,0.06593333333,54,,,,,,,,,,
2012-11-21,0.05,0.05,0.05,0.029,3.6,0.05728571429,0.0847,0.03542857143,0.06216666667,54,,,,,,,,,,
2012-11-22,0.048,0.048,0.048,0.026,3.9,0.05485714286,0.0824,0.033,0.05916666667,54,,,,,,,,,,
2012-11-23,0.046,0.046,0.046,0.026,4.1,0.05257142857,0.0801,0.031,0.0569,54,,,,,,,,,,
2012-11-24,0.045,0.045,0.045,0.026,4,0.05057142857,0.07786666667,0.02942857143,0.05516666667,54,,,,,,,,,,
2012-11-25,0.043,0.043,0.043,0.024,3.1,0.04857142857,0.07576666667,0.028,0.0538,54,,,,,,,,,,
2012-11-26,0.041,0.041,0.041,0.023,2.5,0.04657142857,0.0738,0.02657142857,0.05276666667,54,,,,,,,,,,
2012-11-27,0.04,0.04,0.04,0.022,2.2,0.04471428571,0.07196666667,0.02514285714,0.05196666667,54,,,,,,,,,,
2012-11-28,0.039,0.039,0.039,0.025,1.7,0.04314285714,0.07013333333,0.02457142857,0.05093333333,54,,,,,,,,,,
2012-11-29,0.039,0.039,0.039,0.025,0.6,0.04185714286,0.0683,0.02442857143,0.04963333333,54,,,,,,,,,,
2012-11-30,0.04,0.04,0.04,0.023,0,0.041,0.0666,0.024,0.0484,54,,,,,,,,,,
2012-12-01,0.041,0.041,0.041,0.021,0,0.04042857143,0.06493333333,0.02328571429,0.04576666667,54,,,,,,,,,,
2012-12-02,0.04,0.04,0.04,0.02,0,0.04,0.0631,0.02271428571,0.04186666667,54,,,,,,,,,,
2012-12-03,0.038,0.038,0.038,0.019,0,0.03957142857,0.06103333333,0.02214285714,0.03826666667,54,,,,,,,,,,
2012-12-04,0.037,0.037,0.037,0.018,0,0.03914285714,0.05886666667,0.02157142857,0.03536666667,54,,,,,,,,,,
2012-12-05,0.037,0.037,0.037,0.018,0,0.03885714286,0.05673333333,0.02057142857,0.0331,54,,,,,,,,,,
2012-12-06,0.037,0.037,0.037,0.017,0,0.03857142857,0.0547,0.01942857143,0.0313,54,,,,,,,,,,
2012-12-07,0.037,0.037,0.037,0.016,0,0.03814285714,0.0528,0.01842857143,0.02986666667,54,,,,,,,,,,
2012-12-08,0.036,0.036,0.036,0.016,0,0.03742857143,0.05103333333,0.01771428571,0.02876666667,54,,,,,,,,,,
2012-12-09,0.034,0.034,0.034,0.015,0,0.03657142857,0.04936666667,0.017,0.02783333333,54,,,,,,,,,,
2012-12-10,0.033,0.033,0.033,0.015,0,0.03585714286,0.04783333333,0.01642857143,0.027,54,,,,,,,,,,
2012-12-11,0.032,0.032,0.032,0.014,0,0.03514285714,0.04636666667,0.01585714286,0.026,54,,,,,,,,,,
2012-12-12,0.031,0.031,0.031,0.014,0,0.03428571429,0.045,0.01528571429,0.02503333333,54,,,,,,,,,,
2012-12-13,0.03,0.03,0.03,0.013,0,0.03328571429,0.0437,0.01471428571,0.02416666667,54,,,,,,,,,,
2012-12-14,0.028,0.028,0.028,0.013,0,0.032,0.04243333333,0.01428571429,0.02323333333,54,,,,,,,,,,
2012-12-15,0.029,0.029,0.029,0.012,0,0.031,0.04123333333,0.01371428571,0.0222,54,,,,,,,,,,
2012-12-16,0.029,0.029,0.029,0.012,0,0.03028571429,0.04013333333,0.01328571429,0.02126666667,54,,,,,,,,,,
2012-12-17,0.028,0.028,0.028,0.012,0,0.02957142857,0.0391,0.01285714286,0.02043333333,54,,,,,,,,,,
2012-12-18,0.027,0.027,0.027,0.012,0,0.02885714286,0.0381,0.01257142857,0.0197,54,,,,,,,,,,
2012-12-19,0.026,0.026,0.026,0.011,0,0.02814285714,0.03713333333,0.01214285714,0.01896666667,54,,,,,,,,,,
2012-12-20,0.025,0.025,0.025,0.011,0,0.02742857143,0.0362,0.01185714286,0.01826666667,54,,,,,,,,,,
2012-12-21,0.025,0.025,0.025,0.01,0,0.027,0.03536666667,0.01142857143,0.01763333333,54,,,,,,,,,,
2012-12-22,0.024,0.024,0.024,0.01,0,0.02628571429,0.03456666667,0.01114285714,0.0171,54,,,,,,,,,,
2012-12-23,0.024,0.024,0.024,0.01,0,0.02557142857,0.03383333333,0.01085714286,0.01656666667,54,,,,,,,,,,
2012-12-24,0.023,0.023,0.023,0.009,0,0.02485714286,0.0331,0.01042857143,0.016,54,,,,,,,,,,
2012-12-25,0.023,0.023,0.023,0.009,0,0.02428571429,0.03243333333,0.01,0.0155,54,,,,,,,,,,
2012-12-26,0.022,0.022,0.022,0.009,0,0.02371428571,0.0318,0.009714285714,0.01503333333,54,,,,,,,,,,
2012-12-27,0.021,0.021,0.021,0.009,0,0.02314285714,0.03116666667,0.009428571429,0.0146,54,,,,,,,,,,
2012-12-28,0.021,0.021,0.021,0.008,0,0.02257142857,0.03056666667,0.009142857143,0.01403333333,54,,,,,,,,,,
2012-12-29,0.021,0.021,0.021,0.008,0,0.02214285714,0.02996666667,0.008857142857,0.01346666667,54,,,,,,,,,,
2012-12-30,0.02,0.02,0.02,0.009,0,0.02157142857,0.0293,0.008714285714,0.013,54,,,,,,,,,,
2012-12-31,0.021,0.021,0.021,0.021,0,0.02128571429,0.02863333333,0.01042857143,0.013,54,,,,,,,,,,
2013-01-01,0.022,0.022,0.022,0.037,0,0.02114285714,0.02803333333,0.01442857143,0.01356666667,54,,,,,,,,,,
2013-01-02,0.023,0.023,0.023,0.043,0,0.02128571429,0.02753333333,0.01928571429,0.01436666667,54,,,,,,,,,,
2013-01-03,0.024,0.024,0.024,0.038,0,0.02171428571,0.0271,0.02342857143,0.01503333333,54,,,,,,,,,,
2013-01-04,0.025,0.025,0.025,0.033,0,0.02228571429,0.0267,0.027,0.01553333333,54,,,,,,,,,,
2013-01-05,0.026,0.026,0.026,0.03,0,0.023,0.02633333333,0.03014285714,0.01596666667,54,,,,,,,,,,
2013-01-06,0.026,0.026,0.026,0.027,0,0.02385714286,0.02596666667,0.03271428571,0.01633333333,54,,,,,,,,,,
2013-01-07,0.026,0.026,0.026,0.026,0,0.02457142857,0.02563333333,0.03342857143,0.01666666667,54,,,,,,,,,,
2013-01-08,0.026,0.026,0.026,0.025,0,0.02514285714,0.02536666667,0.03171428571,0.017,54,,,,,,,,,,
